"","name","id","date","type","year"
"296","ADMINISTRATION OF JUSTICE BILL [Lords].","337, 338","27 Jul. 1923","Commons",1923
"297","ADMINISTRATION OF JUSTICE IN IRELAND—JUDGE O'CONNOR MORRIS.","74","11 Mar. 1902","Commons",1902
"298","ADMINISTRATION OF LOCAL GOVERNMENT ACT IN IRELAND.","107","26 Mar. 1901","Commons",1901
"299","ADMINISTRATIVE PROVISIONS AS TO CONTROL ON ENTRY, ETC.","383","17 Jun. 1971","Commons",1971
"300","ADMIRALTY OFFICE.","227","18 Jul. 1922","Commons",1922
"301","ADMIRALTY OFFICE.","300, 301","19 Jul. 1923","Commons",1923
"302","ADMIRALTY OFFICE.","281","22 Jul. 1935","Commons",1935
"303","ADMISSIBILITY OF HEARSAY EVIDENCE","156, 157","2 Apr. 2003","Commons",2003
"304","ADMISSION FOR TREATMENT","307","18 Oct. 1982","Commons",1982
"305","ADMISSION OF WHEELCHAIR ACCESSIBLE TAXIS TO STATION ETC","4","24 Oct. 1995","Lords",1995
"306","ADOPTION AND APPROVAL OF LOCAL PLANS","248","11 Jun. 1969","Commons",1969
"307","Adoption and Children Bill","1, 2","14 Oct. 2002","Lords",2002
"308","Adoption and Children Bill","1","16 Oct. 2002","Lords",2002
"309","Adoption and Children Bill","1, 2","23 Oct. 2002","Lords",2002
"310","Adoption and Children Bill","1","30 Oct. 2002","Lords",2002
"311","Adoption and Children Bill","1","5 Nov. 2002","Lords",2002
"312","Adoption Bill","169","30 Mar. 2001","Commons",2001
"313","ADOPTION OF CHILDREN BILL.","1","29 Jul. 1926","Lords",1926
"314","ADOPTION OF LOCAL DEVELOPMENT DOCUMENTS","129","19 Apr. 2004","Commons",2004
"315","ADOPTION OF PROVISIONS BY RELEVANT AUTHORITIES","242","20 Jun. 2003","Commons",2003
"316","ADULT EDUCATION FUNDING FOR COMMUNITY COLLEGES","105, 106","3 Mar. 1992","Commons",1992
"317","ADVANCE NOTICE OF PUBLIC PROCESSIONS","163","30 Apr. 1986","Commons",1986
"318","ADVERTISEMENTS (HIRE-PURCHASE) BILL","50","1 Feb. 1957","Commons",1957
"319","ADVERTISEMENTS FOR THE RECRUITMENT OF MERCENARIES (PROHIBITION)","182","15 Jun. 1976","Commons",1976
"320","ADVERTISEMENTS REGULATION BILL. [H.L.]","1","15 May. 1923","Lords",1923
"321","ADVERTISEMENTS REGULATION BILL.","232, 233","14 Jun. 1907","Commons",1907
"322","ADVERTISEMENTS","188","23 Apr. 1975","Commons",1975
"323","ADVICE OF THE ELECTORAL COMMISSION","64, 65","23 Jan. 2003","Commons",2003
"324","Advice to Ministers","315","24 Jul. 1989","Commons",1989
"325","ADVISORY AND ADMINISTRATIVE SERVICES.","107","3 Apr. 1968","Commons",1968
"326","ADVISORY COMMITTEE FOR WALES","125","21 Mar. 1989","Commons",1989
"327","ADVISORY COMMITTEE IN RESPECT OF s. 2(2)(b) SCHEMES","345","21 Oct. 1975","Commons",1975
"328","ADVISORY COMMITTEE ON SALMON CONSERVATION","294","23 Oct. 1986","Commons",1986
"329","ADVISORY COMMITTEE ON SCHOOL TEACHERS' PAY AND CONDITIONS","31, 32, 33","10 Dec. 1986","Commons",1986
"330","ADVISORY COMMITTEE ON SCHOOL TEACHERS' PAY AND CONDITIONS","103","26 Feb. 1987","Commons",1987
"331","ADVISORY COMMITTEE WITH RESPECT TO STANDARDS","127, 128","14 Mar. 1990","Commons",1990
"332","ADVISORY COMMITTEES FOR SCOTLAND, WALES AND NORTHERN IRELAND","370","24 Jun. 1980","Commons",1980
"333","ADVISORY COMMITTEES","282","23 Jun. 1969","Commons",1969
"334","Advisory, Conciliation and Arbitration Service (Amendment of Statutory Duties)","157","13 Mar. 1985","Commons",1985
"335","AERIAL DISARMAMENT.","30","12 Mar. 1928","Commons",1928
"336","AERIAL DISARMAMENT.","262","7 Mar. 1929","Commons",1929
"337","AERO-SPACE INDUSTRIES","56","9 Feb. 1965","Commons",1965
"338","AERODROMES.","150, 151","8 Mar. 1934","Commons",1934
"339","AFFAIRS IN AFRICA","17","16 Dec. 1953","Commons",1953
"340","Affordable Housing","325","22 Oct. 2002","Commons",2002
"341","AFGHANISTAN (EXPENSES OF MILITARY OPERATIONS).—RESOLUTION.","1","10 Dec. 1878","Lords",1878
"342","AFGHANISTAN (EXPENSES OF MILITARY OPERATIONS).","1","17 Dec. 1878","Commons",1878
"343","AFRICA (SOVIET POLICY)","97","6 Feb. 1978","Commons",1978
"344","AFRICAN AFFAIRS","266","19 Oct. 1961","Commons",1961
"345","After Clause 1","77","3 Nov. 1997","Commons",1997
"346","After Clause 136","312","20 Oct. 1994","Commons",1994
"347","After Clause 136","311","20 Oct. 1994","Commons",1994
"348","After clause 19","358","28 Nov. 2000","Commons",2000
"349","After Clause 3","279","24 Jun. 2002","Commons",2002
"350","After Clause 3","129","19 Mar. 2003","Commons",2003
"351","After Clause 4","130","19 Mar. 2003","Commons",2003
"352","After Clause 49","131","19 Apr. 2004","Commons",2004
"353","After Clause 59","184","20 Jun. 1991","Commons",1991
"354","After clause 61","336","15 Nov. 2000","Commons",2000
"355","After Clause 65","344","30 Oct. 2002","Commons",2002
"356","Age addition.","2","19 Jul. 2000","Lords",2000
"357","AGE ADDITIONS","181","17 May. 1999","Commons",1999
"358","AGE ADDITIONS","136","3 Apr. 2000","Commons",2000
"359","AGE AT WHICH HOMOSEXUAL ACTS ARE LAWFUL","137","21 Feb. 1994","Commons",1994
"360","AGE AT WHICH HOMOSEXUAL ACTS ARE LAWFUL","207","13 Apr. 1994","Commons",1994
"361","Age Equality Commission","264","12 Jul. 2000","Commons",2000
"362","AGE OF MARRIAGE BILL. [H.L.]","1","12 Mar. 1929","Lords",1929
"363","AGE OF RETIREMENT OF TEACHERS","240, 241","10 Jun. 1969","Commons",1969
"364","AGE OF RETIREMENT OF TEACHERS","369","3 Nov. 1976","Commons",1976
"365","AGED DESERVING POOR.","109, 110, 111","1 May. 1899","Commons",1899
"366","MR. AGEE AND MR. HOSENBALL","120","3 May. 1977","Commons",1977
"367","AGENDA 2000: REFORM OF THE COMMON GRICULTURAL POLICY","118","11 Dec. 1997","Commons",1997
"368","AGGRAVATED OFFENCE OF LANDLORD FRAUD","64","4 Feb. 1997","Commons",1997
"369","AGGRAVATED TAX CREDIT FRAUD","165","7 Feb. 2002","Commons",2002
"370","Aggravated Vehicle-Taking Bill","1","25 Feb. 1992","Lords",1992
"371","63. AGGREGATES LEVY (MISCELLANEOUS AMENDMENTS)","218","23 Apr. 2002","Commons",2002
"372","AGGREGATES LEVY AMENDMENTS","295, 296","4 Jul. 2002","Commons",2002
"373","11 AGGREGATES LEVY","147","13 Mar. 2001","Commons",2001
"374","AGRARIAN AFFAIRS (IRELAND).","1","11 Feb. 1887","Commons",1887
"375","AGREEMENTS AUTHORISED BY COURT NOT TO GIVE RISE TO PROTECTED TENANCIES","108","30 Jul. 1974","Commons",1974
"376","AGREEMENTS FOR ESTABLISHMENT, ETC. OF CITY TECHNOLOGY COLLEGES","421","19 Jul. 1988","Commons",1988
"377","AGREEMENTS RESTRICTING REFERENCES OF RECOGNITION ISSUES TO ACAS","187, 188, 189","21 Apr. 1978","Commons",1978
"378","AGRICULTUBE BILL.","1","20 Dec. 1920","Lords",1920
"379","AGRICULTURAL CREDITS BILL.","115","9 May. 1928","Commons",1928
"380","AGRICULTURAL CREDITS BILL.","115","10 Jul. 1928","Commons",1928
"381","NEW CLAUSE.—(Acquisition for public purposes of land on which a loan has been made.)","271","10 Jul. 1928","Commons",1928
"382","CLAUSE 1.—(Power to make advances, etc., to agricultural mortgage loan company.)","272, 273, 274","10 Jul. 1928","Commons",1928
"383","CLAUSE 2.—(Provisions as to company.)","275","10 Jul. 1928","Commons",1928
"384","CLAUSE 2.—(Provisions as to company.)","1","24 Jul. 1928","Lords",1928
"385","AGRICULTURAL CREDITS [MONEY].","116, 117, 118","9 May. 1928","Commons",1928
"386","AGRICULTURAL CREDITS.","322","25 Jul. 1923","Commons",1923
"387","AGRICULTURAL DEPRESSION.","1","25 Jan. 1886","Commons",1886
"388","AGRICULTURAL DEVELOPMENT (PLOUGHING UP OF LAND) BILL","95","1 Mar. 1946","Commons",1946
"389","AGRICULTURAL DEVELOPMENT BILL.","175","15 Jun. 1939","Commons",1939
"390","AGRICULTURAL DEVELOPMENT BILL.","175","18 Jul. 1939","Commons",1939
"391","NEW CLAUSE.— (Provision as to wages.)","246","18 Jul. 1939","Commons",1939
"392","CLAUSE 1 — (Oats subsidy payments.)","247","18 Jul. 1939","Commons",1939
"393","CLAUSE 2. —(Rate of oats subsidy payments).","248","18 Jul. 1939","Commons",1939
"394","CLAUSE 32. — (Payments to Agricultural Mortgage Corporation.)","249, 250","18 Jul. 1939","Commons",1939
"395","AGRICULTURAL DEVELOPMENT [Money].","176","15 Jun. 1939","Commons",1939
"396","AGRICULTURAL HOLDERS (SCOTLAND)","1","14 Feb. 1887","Commons",1887
"397","Agricultural Holdings Bill [H.L.]","3","28 Nov. 1983","Lords",1983
"398","Agricultural Holdings Bill [H.L.]","1, 2","28 Nov. 1983","Lords",1983
"399","Agricultural Holdings Bill [H.L.]","3, 4","13 Dec. 1983","Lords",1983
"400","Agricultural Holdings Bill [H.L.]","1, 2","7 Feb. 1984","Lords",1984
"401","Agricultural Holdings Bill [Lords]","184","7 Mar. 1984","Commons",1984
"402","AGRICULTURAL HOLDINGS BILL. [H.L.]","1","11 Nov. 1912","Lords",1912
"403","AGRICULTURAL HOLDINGS BILL.","100, 101","9 Apr. 1900","Commons",1900
"404","AGRICULTURAL HOLDINGS BILL.","168","2 Jul. 1900","Commons",1900
"405","AGRICULTURAL HOLDINGS BILL.","200, 201, 202, 203, 204, 205","10 Jul. 1900","Commons",1900
"406","AGRICULTURAL HOLDINGS BILL.","212, 213, 214, 215","12 Jul. 1900","Commons",1900
"407","AGRICULTURAL HOLDINGS BILL.","1, 2","27 Jul. 1900","Lords",1900
"408","AGRICULTURAL HOLDINGS BILL","206, 207, 208, 209, 210","11 Jul. 1900","Commons",1900
"409","AGRICULTURAL HOLDINGS RILL.","284, 285, 286","6 Aug. 1900","Commons",1900
"410","AGRICULTURAL LAND (UTILISA TION) BILL.","1","25 Feb. 1931","Lords",1931
"411","AGRICULTURAL LAND (UTILISA TION) BILL.","1, 2, 3, 4, 5","22 Apr. 1931","Lords",1931
"412","AGRICULTURAL LAND (UTILISA TION) BILL.","1","23 Apr. 1931","Lords",1931
"413","AGRICULTURAL LAND (UTILISA TION) BILL.","1","21 May. 1931","Lords",1931
"414","AGRICULTURAL LAND (UTILISATION) BILL (SELECTION OF AMENDMENTS).","21, 22","24 Nov. 1930","Commons",1930
"415","AGRICULTURAL LAND (UTILISATION) BILL.","8","18 Nov. 1930","Commons",1930
"416","AGRICULTURAL LAND (UTILISATION) BILL.","8","29 Jan. 1931","Commons",1931
"417","CLAUSE 1.—(Establishment of Agricultural Land Corporation.)","97, 98, 99","29 Jan. 1931","Commons",1931
"418","CLAUSE 1.—(Establishment of Agricultural Land Corporation.)","97, 98, 99","4 Feb. 1931","Commons",1931
"419","CLAUSE 1.—(Establishment of Agricul tural Land Corporation.)","104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115","4 Feb. 1931","Commons",1931
"420","CLAUSE 2.-(Power of Minister to acquire and hold land for use as demonstration farms.)","116, 117, 118","4 Feb. 1931","Commons",1931
"421","CLAUSE 2.-(Power of Minister to acquire and hold land for use as demonstration farms.)","116, 117, 118","5 Feb. 1931","Commons",1931
"422","CLAUSE 3.—(Power of Minister to acquire land for purposes of reconditioning.)","127","5 Feb. 1931","Commons",1931
"423","CLAUSE 4.—(Provisions as to acquisition of and dealing with land by Minister.)","128","5 Feb. 1931","Commons",1931
"424","CLAUSE 6.—(Power of Minister to provide smallholdings with financial assistance for unemployed persons.)","129, 130","5 Feb. 1931","Commons",1931
"425","CLAUSE 16.—(Power of Minister to make grants for assisting in the provision of seeds, fertilisers and equipment for unemployed persons.)","131","5 Feb. 1931","Commons",1931
"426","CLAUSE 16.—(Power of Minister to make grants for assisting in the provision of seeds, fertilisers and equipment for unemployed persons.)","131","10 Feb. 1931","Commons",1931
"427","CLAUSE 19.—(Interpretation and construction.)","137, 138","10 Feb. 1931","Commons",1931
"428","CLAUSE 21.—(Financial provisions.)","139, 140, 141","10 Feb. 1931","Commons",1931
"429","CLAUSE 15.— (Power of Minister to defray losses incurred by local authorities in providing allotment gardens for unemployed persons.)","142","10 Feb. 1931","Commons",1931
"430","NEW CLAUSE.—(Power to arrange for management by local authorities of smallholdings and allotments provided by Minister or for the transfer thereof to such authorities.)","143, 144","10 Feb. 1931","Commons",1931
"431","NEW CLAUSE.—(Power to arrange for management by local authorities of smallholdings and allotments provided by Minister or for the transfer thereof to such authorities.)","1, 2","7 May. 1931","Lords",1931
"432","AGRICULTURAL LAND (UTILISATION) [MONEY].","19, 20","20 Nov. 1930","Commons",1930
"433","AGRICULTURAL MARKETING ACT, 1931.","165","11 May. 1933","Commons",1933
"434","AGRICULTURAL MARKETING ACT, 1933.","307","15 Nov. 1933","Commons",1933
"435","AGRICULTURAL MARKETING ACT, 1933.","108","15 Feb. 1934","Commons",1934
"436","AGRICULTURAL MARKETING ACT, 1933.","187","20 Jun. 1939","Commons",1939
"437","AGRICULTURAL MARKETING ACTS, 1931 AND 1933.","64","19 Dec. 1933","Commons",1933
"438","AGRICULTURAL MARKETING ACTS, 1931 AND 1933.","332, 333","11 Jul. 1934","Commons",1934
"439","AGRICULTURAL MARKETING ACTS, 1931–1933.","15, 16","17 Dec. 1935","Commons",1935
"440","AGRICULTURAL MARKETING ACTS.","301, 302","26 Jul. 1935","Commons",1935
"441","AGRICULTURAL MARKETING ACTS.","61","25 Feb. 1936","Commons",1936
"442","AGRICULTURAL MARKETING ACTS.","140","2 Apr. 1936","Commons",1936
"443","AGRICULTURAL MARKETING ACTS.","238","24 Jun. 1937","Commons",1937
"444","AGRICULTURAL MARKETING BILL.","135","9 Feb. 1931","Commons",1931
"445","AGRICULTURAL MARKETING BILL.","135","13 Jul. 1931","Commons",1931
"446","CLAUSE 4.—(Regulation of marketing and encouragement of co-operation, education and research.)","387","13 Jul. 1931","Commons",1931
"447","CLAUSE 8.—(Consumers' committees and committee of investigation.)","388, 389, 390","13 Jul. 1931","Commons",1931
"448","CLAUSE 14.—(Constitution and functions of Agricultural Marketing Re-organisation Commissions.)","391","13 Jul. 1931","Commons",1931
"449","CLAUSE 14.—(Constitution and functions of Agricultural Marketing Re-organisation Commissions.)","1","20 Jul. 1931","Lords",1931
"450","CLAUSE 14.—(Constitution and functions of Agricultural Marketing Re-organisation Commissions.)","1","23 Jul. 1931","Lords",1931
"451","CLAUSE 14.—(Constitution and functions of Agricultural Marketing Re-organisation Commissions.)","1","24 Jul. 1931","Lords",1931
"452","CLAUSE 14.—(Constitution and functions of Agricultural Marketing Re-organisation Commissions.)","87, 88","20 Mar. 1933","Commons",1933
"453","CLAUSE 14.—(Constitution and functions of Agricultural Marketing Re-organisation Commissions.)","205","30 May. 1933","Commons",1933
"454","CLAUSE 14.—(Constitution and functions of Agricultural Marketing Re-organisation Commissions.)","13","7 Dec. 1933","Commons",1933
"455","CLAUSE 14.—(Constitution and functions of Agricultural Marketing Re-organisation Commissions.)","13","12 Dec. 1933","Commons",1933
"456","CLAUSE 1,—(Payment of compensation to producers under marketing schemes.)","20, 21","12 Dec. 1933","Commons",1933
"457","Clauses 7 (Interpretation of terms, and revocation of Orders) and 8 (Short title and citation) ordered to stand part of the Bill.","22","12 Dec. 1933","Commons",1933
"458","AGRICULTURAL MARKETING BILL","22","29 May. 1933","Commons",1933
"459","CLAUSE 1.—(Regulation of importation of agricultural products.)","200, 201","29 May. 1933","Commons",1933
"460","CLAUSE 3.—(Market Supply Committee.)","202","29 May. 1933","Commons",1933
"461","AGRICULTURAL MARKETING [MONEY].","155","18 Feb. 1931","Commons",1931
"462","AGRICULTURAL MARKETING [MONEY]","162","19 Feb. 1931","Commons",1931
"463","Agricultural Prices","228, 229","31 Mar. 1993","Commons",1993
"464","Agricultural Prices","106, 107","21 Mar. 1995","Commons",1995
"465","AGRICULTURAL PRODUCE (GRADING AND MARKING) BILL [Lords].","83","19 Apr. 1928","Commons",1928
"466","AGRICULTURAL PROPERTY RELIEF","49","22 Jan. 1997","Commons",1997
"467","AGRICULTURAL RATES ACT, 1896, ETC. CONTINUANCE BILL.","153, 154, 155","10 May. 1905","Commons",1905
"468","AGRICULTURAL RATES ACT, 1896, ETC., CONTINUANCE BILL.","2, 142","17 Apr. 1905","Commons",1905
"469","AGRICULTURAL RATES ACT, 1896, ETC., CONTINUANCE BILL.","161, 162","17 May. 1905","Commons",1905
"470","AGRICULTURAL RATES ACT, 1896, ETC., CONTINUANCE.","340","18 Jul. 1901","Commons",1901
"471","AGRICULTURAL RATES BILL.","340","11 Jul. 1923","Commons",1923
"472","CLAUSE 7.—(Annual value of agricultural lands and heritages for county and parish rates in Scotland.)","285","11 Jul. 1923","Commons",1923
"473","CLAUSE 11.—(Certified classifications to cease.)","286, 287","11 Jul. 1923","Commons",1923
"474","AGRICULTURAL RETURNS BILL. [H.L.]","1","10 Apr. 1924","Lords",1924
"475","Agricultural Tenancies Bill [H.L.]","1","23 Jan. 1995","Lords",1995
"476","Agricultural Tenancies Bill [H.L.]","2, 3","23 Jan. 1995","Lords",1995
"477","Agricultural Tenancies Bill [Lords]","64","6 Feb. 1995","Commons",1995
"478","AGRICULTURAL WAGES (REGULA TION) (SCOTLAND) BILL [Lords].","283, 284","13 Jul. 1937","Commons",1937
"479","AGRICULTURAL WAGES (REGULATION) AMENDMENT BILL. [H.L.]","1","23 Jun. 1925","Lords",1925
"480","AGRICULTURAL WAGES (REGULATION) AMENDMENT BILL. [H.L.]","1","25 Feb. 1926","Lords",1926
"481","AGRICULTURAL WAGES (REGULATION) AMENDMENT BILL.","1","9 Apr. 1940","Commons",1940
"482","CLAUSE 1.—(Duty of Agricultural Wages Board to fix national minimum wage).","58","9 Apr. 1940","Commons",1940
"483","CLAUSE 1.—(Duty of Agricultural Wages Board to fix national minimum wage).","1","23 Apr. 1940","Lords",1940
"484","AGRICULTURAL WAGES (REGULATION) BILL","1","22 Jan. 1947","Commons",1947
"485","NEW CLAUSE.—(Agricultural Wages Committees and Agricultural Wages Board.)","55","22 Jan. 1947","Commons",1947
"486","AGRICULTURAL WAGES BILL.","88, 89","2 Jun. 1924","Commons",1924
"487","AGRICULTURAL WAGES BILL.","1","5 Aug. 1924","Lords",1924
"488","AGRICULTURAL WAGES BILL.","1, 2","6 Aug. 1924","Lords",1924
"489","AGRICULTURAL WAGES","119","2 May. 1973","Commons",1973
"490","AGRICULTURAL. BUILDINGS","180","19 Jun. 1991","Commons",1991
"491","AGRICULTURE (AMENDMENT)","106","24 Feb. 1953","Commons",1953
"492","AGRICULTURE (ANNUAL FARM PRICE REVIEW)","83, 84","31 Mar. 1965","Commons",1965
"493","AGRICULTURE (ANNUAL PRICE REVIEW)","138, 139","31 Mar. 1969","Commons",1969
"494","AGRICULTURE (GREEN POUND)","70, 71","23 Jan. 1978","Commons",1978
"495","AGRICULTURE (IMPROVEMENT OF ROADS) BILL","70, 71","1 Nov. 1955","Commons",1955
"496","Clause 1.—(PROPOSALS FOR IMPROVEMENT OF ROADS.)","34","1 Nov. 1955","Commons",1955
"497","AGRICULTURE (MANPOWER)","126","8 Apr. 1946","Commons",1946
"498","AGRICULTURE (MISCELLANEOUS PROVISIONS) BILL [H.L.]","1, 2","30 Nov. 1971","Lords",1971
"499","AGRICULTURE (MISCELLANEOUS PROVISIONS) BILL [Lords]","32","17 Jan. 1972","Commons",1972
"500","AGRICULTURE (MISCELLANEOUS PROVISIONS) BILL [Lords]","334","3 Aug. 1972","Commons",1972
"501","AGRICULTURE (MISCELLANEOUS PROVISIONS) BILL","1, 2","30 Apr. 1968","Lords",1968
"502","AGRICULTURE (MISCELLANEOUS PROVISIONS) BILL","1","8 Jun. 1976","Lords",1976
"503","AGRICULTURE (MISCELLANEOUS PROVISIONS) BILL","1, 2","14 Jun. 1976","Lords",1976
"504","AGRICULTURE (MISCELLANEOUS PROVISIONS) BILL","1","17 Jun. 1976","Lords",1976
"505","AGRICULTURE (MISCELLANEOUS PROVISIONS) BILL","1","24 Jun. 1976","Lords",1976
"506","AGRICULTURE (MISCELLANEOUS PROVISIONS)BILL [H.L.]","1","21 Mar. 1968","Lords",1968
"507","AGRICULTURE (PLOUGHING GRANTS) BILL","1","16 Jun. 1952","Commons",1952
"508","Clause 1.—(PAYMENT OF PLOUGHING GRANTS IN ACCORDANCE WITH SCHEMES.)","163","16 Jun. 1952","Commons",1952
"509","AGRICULTURE (POLICY)","72","2 Feb. 1953","Commons",1953
"510","AGRICULTURE (SCOTLAND) BILL.","1","17 Jun. 1948","Lords",1948
"511","AGRICULTURE (SCOTLAND) BILL","1","1 Jul. 1948","Commons",1948
"512","CLAUSE 25.—(Construction, citation and application of Part I.)","252","1 Jul. 1948","Commons",1948
"513","AGRICULTURE (SMALL FARMERS) BILL","252","21 Jan. 1959","Commons",1959
"514","Clause 1.—(SCHEMES FOR GRANTS FOR INCREASING EFFICIENCY OF SMALL FARM BUSINESSES.)","19","21 Jan. 1959","Commons",1959
"515","Clause 3.—(SCHEMES FOR GRANTS TO PERSONS CARRYING ON CERTAIN SMALL FARM BUSINESSES IN SCOTLAND.)","20","21 Jan. 1959","Commons",1959
"516","AGRICULTURE (SPRING TRAPS) (SCOTLAND) BILL","1","13 Mar. 1969","Lords",1969
"517","AGRICULTURE AND HORTICUL- TURE DEVELOPMENT REGULATIONS 1980","1","6 Aug. 1980","Lords",1980
"518","AGRICULTURE AND HORTICULTURE BILL","1","25 Feb. 1964","Commons",1964
"519","Clause 1.—(PRICE STABILITY OF IMPORTED PRODUCTS.)","29","25 Feb. 1964","Commons",1964
"520","Clause 2.—(GRANTS FOR IMPROVING EFFICIENCY OF SMALL PRODUCTION BUSINESSES.)","30","25 Feb. 1964","Commons",1964
"521","Clause 8.—(GRANTS TOWARDS FULFILLING GUARANTEES OF BANK LOANS.)","31","25 Feb. 1964","Commons",1964
"522","Clause 8.—(GRANTS TOWARDS FULFILLING GUARANTEES OF BANK LOANS.)","1","16 Mar. 1964","Lords",1964
"523","Clause 8.—(GRANTS TOWARDS FULFILLING GUARANTEES OF BANK LOANS.)","1","13 Apr. 1964","Lords",1964
"524","AGRICULTURE AND HORTICULTURE","469","7 Aug. 1980","Commons",1980
"525","AGRICULTURE AND TECHNICAL INSTRUCTION (IRELAND) BILL.","1, 2","24 Jul. 1899","Commons",1899
"526","AGRICULTURE AND TECHNICAL INSTRUCTION (IRELAND) BILL.","1","7 Aug. 1899","Commons",1899
"527","AGRICULTURE ASSETS","128","5 Mar. 1975","Commons",1975
"528","Agriculture Bill [H.L.]","1, 2, 3","2 Feb. 1993","Lords",1993
"529","Agriculture Bill [Lords]","198","23 Mar. 1993","Commons",1993
"530","AGRICULTURE BILL.","130, 131","9 Jun. 1920","Commons",1920
"531","AGRICULTURE BILL.","130, 131","3 Nov. 1920","Commons",1920
"532","CLAUSE 3.—(Appointment, remuneration, and powers of Commissioners.)","348","3 Nov. 1920","Commons",1920
"533","CLAUSE 4.—(Amendment of s.9 of Corn Production Act, 1917.)","349","3 Nov. 1920","Commons",1920
